gameId,b_towerKills,b_baronKills,b_dragonKills,b_riftHeraldKills,r_towerKills,r_baronKills,r_dragonKills,r_riftHeraldKills,b_kills,b_deaths,b_assists,r_kills,r_deaths,r_assists,b_avgLevel,b_totalGold,b_totalVisionScore,b_totalDamageDealt,b_totalHeal,b_totalDamageTaken,r_avgLevel,r_totalGold,r_totalVisionScore,r_totalDamageDealt,r_totalHeal,r_totalDamageTaken,b_win,r_win
3381230434,8,0,5,0,5,1,0,2,44,29,79,28,44,48,16.4,71354,119,841363,23354,133093,15.6,62683,128,658792,35395,148772,1,0
3393076975,9,0,1,1,1,0,1,0,39,25,54,25,39,35,12.4,49268,86,364630,22376,90995,11.6,41254,81,320230,21730,96111,1,0
2859503122,9,0,3,1,6,1,2,0,53,42,50,42,53,50,17.0,75069,143,832251,28325,165163,16.8,68362,175,779050,20826,153224,1,0
3413829048,1,0,0,1,11,1,4,1,17,42,29,42,17,41,12.4,44203,109,351213,17265,101617,14.6,55432,154,517666,29697,95517,0,1
3394475553,11,1,4,1,4,0,1,0,45,39,69,39,45,67,16.8,72774,146,839790,41429,167861,16.6,68352,122,802425,29298,154810,1,0
3412195821,10,0,1,0,9,1,4,0,21,40,22,40,21,67,14.8,55765,104,682879,20571,130185,16.2,63429,179,718418,26230,111005,0,1
3339038857,9,0,4,2,4,2,2,0,27,30,46,30,27,43,16.4,65414,160,864691,37359,136135,16.2,63562,157,695972,40348,137336,1,0
3406345269,2,0,0,1,8,0,4,0,17,33,15,33,18,49,13.0,43791,96,458047,24564,109375,15.0,57152,140,686545,53847,113892,0,1
3392766870,3,0,1,2,7,1,3,0,28,36,38,36,28,62,11.8,47277,88,418836,30561,116091,13.4,52356,114,483964,34772,94287,0,1
3249094357,11,2,4,1,3,0,1,1,46,32,56,32,46,53,16.4,69585,123,744047,42285,137189,15.2,57686,98,624846,23274,145151,1,0
3371045538,1,0,2,0,11,1,3,1,20,48,23,48,20,58,14.0,52114,96,583478,21952,122686,16.0,67030,139,682241,47167,125670,0,1
3376416962,2,0,0,1,10,0,4,0,15,31,25,31,15,48,11.6,38631,60,399371,15272,85489,12.8,49891,79,441889,31696,79123,0,1
3094792628,3,0,2,0,7,1,3,1,31,37,53,37,31,72,14.4,57886,133,510032,47072,140103,14.6,63647,191,620625,56708,142821,0,1
3168563924,4,0,0,0,9,0,2,1,24,25,29,25,24,44,12.4,43706,80,376021,25657,91279,12.6,49619,136,422857,20666,81140,0,1
3383255738,6,0,4,1,6,1,1,0,44,48,76,48,44,73,15.8,67694,146,610397,25819,171507,16.2,69842,166,703489,52888,158922,1,0
3374375887,11,1,3,2,0,0,1,0,31,22,19,22,31,29,14.6,56982,137,625019,43417,126197,13.8,47845,113,561358,14707,105502,1,0
3398598835,4,1,1,0,8,1,3,2,23,36,47,36,25,72,14.0,54367,126,518212,24826,141892,15.6,61447,141,674186,78761,121601,0,1
3369435374,9,1,3,1,5,0,1,1,30,27,46,27,30,41,14.6,58644,140,607366,32448,119559,13.8,52323,80,526854,23058,103765,1,0
3392340105,3,0,2,0,11,1,2,2,31,44,52,44,31,71,13.8,55669,111,596582,28071,135312,15.8,64756,148,686166,33440,116004,0,1
3392249737,9,1,4,2,0,0,0,0,31,19,49,19,31,32,14.2,56061,135,571420,27430,98660,13.4,45025,79,473005,33245,103058,1,0
3340713419,8,1,4,0,6,1,2,1,34,33,67,33,34,68,16.4,69049,151,823676,53025,158229,15.8,71817,183,805294,51329,166373,1,0
3325579377,9,0,1,2,3,0,1,0,30,11,40,11,30,10,12.4,45055,103,394645,14834,64262,11.4,36153,68,378266,12141,80308,1,0
3249265367,8,0,3,1,2,0,0,0,32,11,61,11,32,15,12.2,45175,96,411871,26099,69387,10.4,34104,74,335321,10615,76042,1,0
3304300427,8,1,4,0,3,0,0,1,43,28,91,28,43,35,14.8,60617,160,559368,31979,95897,13.2,57346,184,550460,22637,134394,1,0
3303393944,3,0,2,1,11,1,1,0,20,32,26,32,20,55,12.4,43657,78,418178,24408,111545,14.0,51539,107,457635,23449,85517,0,1
3374271142,11,1,4,1,3,0,1,0,42,34,63,34,42,46,16.8,76360,188,861074,75643,164396,16.4,68619,175,932064,44420,176593,1,0
3392460992,5,0,2,0,10,1,4,2,32,44,52,44,32,80,15.6,66675,180,717750,39806,166868,17.0,71190,169,757712,55286,164884,0,1
3382093532,11,0,4,2,0,0,0,0,32,11,39,11,32,21,15.2,58990,130,706491,30724,100574,13.6,43976,116,459188,25131,107544,1,0
3386633807,1,0,2,0,11,2,4,2,34,40,44,40,34,54,16.2,62228,154,772119,24444,135940,16.6,70988,181,766031,54859,151633,0,1
3409310893,1,0,0,0,10,1,4,2,22,25,46,25,22,36,13.4,46191,83,478010,26961,92582,13.8,51478,120,548990,35205,97249,0,1
3355367771,9,1,4,0,9,1,2,2,48,15,55,15,48,18,16.6,70819,177,823249,54238,133230,15.6,63970,144,893277,25387,138506,1,0
3285700890,2,0,2,0,10,1,1,1,26,37,31,37,26,40,11.8,42315,73,359079,17818,101522,13.4,52282,96,434637,18066,87104,0,1
3363908168,2,0,1,0,10,0,3,2,16,29,25,29,16,52,13.0,46617,89,553131,35057,117614,14.2,56670,140,619357,26790,82825,0,1
3370028746,2,0,0,1,11,1,4,0,9,29,10,29,9,36,12.2,39122,105,410888,18838,95993,14.8,54904,135,592268,42410,91159,0,1
3374592884,11,1,4,0,4,0,1,1,41,27,56,27,41,37,17.0,68959,163,786456,37106,136998,15.2,60368,111,700089,28785,136498,1,0
3353583835,10,0,4,0,2,0,1,1,43,30,74,29,43,45,16.4,70970,171,845623,45888,145711,15.2,60233,145,661829,37920,172592,1,0
3326127454,11,0,2,2,1,0,1,0,34,23,58,23,34,32,15.0,56629,131,547800,34367,114593,15.0,51398,77,578855,23136,120549,1,0
3397424497,2,0,0,1,7,1,2,1,11,33,13,33,11,53,11.2,36784,81,389839,11829,85035,13.6,48469,80,700527,19138,62548,0,1
3404549817,4,0,1,0,7,1,2,1,18,33,30,33,20,58,12.0,41464,75,343764,8705,78530,13.0,49925,93,472816,13910,70745,0,1
3417103122,1,0,3,0,9,0,1,2,35,27,62,27,35,26,13.6,52963,150,513635,29330,94234,13.2,55404,99,566033,20592,112261,0,1
3403638345,0,0,0,0,9,0,4,2,13,31,17,31,13,52,13.0,40544,77,426250,12276,101412,14.2,51781,112,520313,22071,83402,0,1
3403630058,9,2,4,1,2,0,1,0,48,31,80,31,48,32,17.2,73625,153,776700,62953,169915,15.6,60925,128,713901,23940,141688,1,0
2879515088,9,0,1,0,3,1,3,1,40,26,62,26,40,36,17.0,77069,202,862730,32609,126039,17.6,68451,192,896336,25682,130369,1,0
3165736820,0,0,0,0,11,0,3,1,11,22,19,22,11,14,12.2,37838,79,381061,7282,66127,13.2,49412,83,540130,26618,76796,0,1
3401409228,8,0,1,0,4,1,2,0,33,32,54,32,33,50,12.8,50600,102,445684,19970,105922,13.0,50679,88,511542,27944,109718,1,0
3407738507,8,1,2,1,2,0,0,0,31,22,49,22,31,33,14.0,52535,102,486426,7682,79794,12.8,43987,74,440730,12923,91781,1,0
3392487295,3,0,1,0,7,0,4,2,21,28,42,28,21,56,14.0,52307,146,617228,17725,117601,15.0,58304,153,680566,36704,108572,0,1
3410663289,8,1,4,0,2,0,1,2,34,20,51,20,34,33,15.6,60553,152,626330,26924,96216,14.4,50007,117,501183,13760,114716,1,0
3406271139,11,1,3,2,0,0,1,0,33,13,38,12,33,18,13.6,54987,77,555687,18414,65801,12.2,37064,82,349330,27500,91391,1,0
3393369982,0,0,0,0,11,1,3,2,11,30,19,30,11,47,12.4,38813,69,459108,14588,97404,13.4,51316,105,457054,33339,84502,0,1
3152365333,8,1,4,1,1,0,0,0,32,22,43,22,32,33,13.8,54643,125,571036,23382,103737,13.0,44842,107,400444,18363,103048,1,0
3152219044,8,0,3,1,1,0,0,0,43,17,55,17,43,23,12.4,53405,101,402283,22324,71703,11.0,37491,67,304607,12065,82801,1,0
3262295247,5,0,1,2,5,1,3,0,22,28,21,28,22,51,12.4,47305,109,506830,28962,91448,14.2,50642,143,447419,45143,105201,0,1
3308340425,7,0,5,2,3,0,1,0,42,29,57,29,42,50,16.6,70155,177,787970,51380,160089,15.4,60545,153,680639,44770,154140,1,0
3292409924,11,0,2,0,3,1,3,2,30,38,39,38,30,52,15.6,60832,152,742616,35627,131311,15.2,62360,133,595721,40313,137673,1,0
3293295270,3,0,2,1,11,1,3,1,16,36,19,36,16,51,12.4,44312,97,455781,17239,94874,14.6,58336,160,582401,24610,71216,0,1
3337229881,2,0,1,0,5,0,1,1,25,28,18,28,26,22,10.6,35798,71,282272,14094,74743,11.8,42648,51,410476,10495,62545,0,1
3403663652,2,1,0,0,10,1,4,1,20,38,47,38,20,65,13.8,50708,125,509519,50258,137330,14.6,61600,153,609049,34493,126846,0,1
3414895551,4,0,3,1,2,0,0,1,24,13,19,13,24,12,12.2,41880,95,412207,15634,68382,11.4,35909,78,320677,15035,76265,1,0
3340324579,1,0,2,0,10,0,2,1,6,20,8,20,6,33,11.2,33313,80,365555,21945,72245,13.0,46758,81,503765,27821,71844,0,1
3334888702,3,2,0,0,9,1,6,1,36,38,78,38,37,58,17.4,75702,188,873879,48350,186071,17.2,77503,227,899470,44098,178483,0,1
3310688354,6,1,4,2,0,0,0,0,24,11,18,11,24,12,13.2,46579,95,476763,30065,74898,11.8,37460,78,345025,13479,75492,1,0
3396220251,9,1,3,0,1,0,2,1,35,15,32,15,35,22,14.8,57450,153,622225,29211,83524,13.0,42623,109,399898,13750,86594,1,0
3382714800,2,0,1,1,6,1,3,1,8,13,6,13,9,15,11.6,35865,103,636459,9837,56521,12.6,43441,107,485141,30502,62369,0,1
3403292332,2,0,2,1,6,1,3,1,15,43,13,43,16,60,13.8,47597,133,566975,35101,136090,15.8,59603,117,647251,52558,119965,0,1
3410421487,5,0,1,0,11,1,3,1,42,54,42,54,42,61,16.2,68197,173,821312,28814,159008,16.2,73986,151,750097,48066,164013,0,1
3410004758,9,0,4,1,4,0,1,0,40,31,45,30,40,48,15.8,63581,145,703696,41435,154849,14.6,55408,109,530631,21006,112337,1,0
3395636237,7,2,2,1,4,0,2,0,28,25,40,25,28,32,15.6,60225,139,616904,28045,111027,14.6,55000,124,638172,41093,135081,1,0
3395461622,4,0,3,1,11,2,2,0,26,42,31,42,26,65,14.8,58724,103,787502,38085,140996,16.4,66813,130,681962,20127,122240,0,1
3390244950,9,1,3,0,5,0,2,2,58,45,107,45,58,44,16.2,70826,131,659093,26559,142267,14.2,63638,134,578643,21104,177719,1,0
3324597764,11,0,2,0,0,0,3,0,35,37,32,36,35,52,15.8,63931,160,760965,78274,153289,16.2,60588,127,704473,33949,136291,1,0
3296713345,8,0,2,0,0,0,0,0,23,13,27,12,23,17,12.6,44930,81,457774,19634,74917,11.4,35680,91,337058,13346,81219,1,0
3308803785,11,2,4,2,7,1,2,0,46,40,74,40,46,50,17.6,78542,182,832817,58291,163305,16.4,72718,167,842053,54580,183688,1,0
3322664892,5,0,3,2,1,0,0,0,26,12,29,12,26,19,12.8,43043,88,398662,18125,61311,11.2,35309,81,344381,7757,62810,1,0
3379063663,7,2,3,1,7,0,3,0,43,29,72,28,43,39,17.6,79114,241,1110361,28832,133251,17.4,71223,179,1005902,45545,176450,1,0
3417990980,0,0,1,0,10,0,2,1,16,37,30,37,16,48,12.4,41165,94,403613,19831,100466,14.0,54245,77,553251,33888,78500,0,1
3343911981,4,0,0,1,11,1,4,1,13,34,18,34,13,40,13.2,45011,80,520289,23160,101787,14.6,55849,113,540456,37380,91302,0,1
3335960775,7,1,2,1,1,0,2,0,25,23,42,23,28,26,13.6,48981,111,435409,20905,80586,12.8,44531,95,449221,23764,87061,1,0
3404103905,9,0,2,1,5,1,3,0,54,54,65,54,54,59,17.2,82866,178,902386,53814,202495,17.6,84624,206,864472,61945,203402,1,0
3139564389,1,0,0,1,7,0,3,0,23,33,29,33,23,28,12.4,41863,93,375755,14102,86363,13.8,53102,131,540226,17402,85043,0,1
3368444242,2,0,0,2,6,0,2,0,12,28,11,28,12,45,11.2,35145,78,373496,15617,75329,12.6,43797,86,392387,26587,70674,0,1
3387872329,8,0,2,1,6,1,2,0,30,29,53,29,30,54,14.4,56251,128,614324,58237,115719,14.6,58162,97,582638,24108,122720,1,0
3420359211,4,1,2,0,11,0,4,2,37,58,55,57,37,76,16.6,70784,217,811197,24861,176460,17.6,79785,194,963600,94912,207232,0,1
3414258514,6,1,3,0,3,0,1,1,36,17,53,17,36,22,14.0,52681,114,451226,18751,76912,11.8,44677,87,419952,14583,92990,1,0
3399671936,9,0,4,2,0,0,0,0,27,9,32,9,27,11,13.8,51351,108,539602,24260,70395,12.2,38288,121,434799,17231,90478,1,0
3410902316,2,0,2,1,7,1,2,1,12,22,14,22,12,30,12.2,40351,66,445771,15926,77209,13.8,48269,88,518245,20277,74613,0,1
3417217441,3,1,0,0,11,1,6,2,34,36,42,36,34,29,16.2,64211,165,722459,32214,133077,16.6,70385,172,799941,37530,126966,0,1
3369257358,8,1,2,2,8,1,3,0,40,31,54,31,40,48,16.2,66673,185,776485,55195,156395,16.0,63693,159,724443,30653,140130,0,1
3391360829,5,0,3,2,3,0,2,0,41,20,73,20,41,27,14.8,63160,168,563157,30235,99024,13.6,51903,122,562560,29637,128281,1,0
3389698466,8,1,2,1,4,0,3,0,39,34,59,34,39,52,15.2,62042,172,532402,20999,105649,14.2,57463,144,521234,24988,111875,1,0
3386643511,4,0,2,1,1,0,1,0,24,9,39,9,24,15,11.4,40233,86,346305,19395,53300,10.2,31436,62,290025,6855,52985,1,0
3418779597,9,0,1,2,1,0,1,0,24,12,24,12,24,16,12.2,43486,111,429384,27601,64480,11.0,30843,50,277707,15423,60171,1,0
3375842619,3,0,2,1,7,1,3,0,29,41,41,41,29,66,14.8,60391,159,617028,24323,161972,15.8,66489,205,689005,28697,115790,0,1
3399682014,8,0,3,0,0,0,0,0,31,16,47,16,31,34,13.2,53091,133,570141,20572,88360,12.0,39899,84,349722,17661,91026,1,0
3140297007,11,1,3,1,2,0,0,0,37,28,53,28,37,46,14.8,61546,151,661991,21601,97479,13.6,50474,114,489056,35210,135071,1,0
3136668134,10,0,4,1,0,0,0,0,49,28,74,28,49,48,14.8,63447,120,591190,40234,119610,13.8,49663,78,434643,19826,122833,1,0
3355451752,11,2,3,1,2,0,2,0,62,44,97,43,62,66,17.0,77057,140,746089,36705,151504,16.2,66053,124,645238,50831,203718,1,0
3064306072,11,0,3,1,1,0,1,0,43,20,64,20,43,37,15.8,66518,122,728817,32413,118020,14.2,52327,101,595492,20906,129608,1,0
3291968955,3,0,1,0,2,0,2,2,23,12,31,12,23,16,12.4,41617,105,419587,26416,61952,11.6,37662,83,437186,24299,75993,1,0
3397305546,5,0,2,0,8,1,3,1,28,19,42,19,28,34,14.8,55045,137,603631,29295,110918,15.2,57530,147,731484,43842,120281,0,1
3403137951,11,0,3,0,1,0,0,0,29,15,30,15,29,13,14.4,53065,139,596343,47992,92563,13.0,40950,102,427999,27934,109513,1,0
3385243309,8,0,3,2,0,0,0,0,29,8,31,8,29,13,11.8,45625,96,424366,20341,57841,9.6,28115,58,211226,14095,66183,1,0
3369749689,3,0,3,1,5,0,2,1,26,40,25,40,26,52,13.4,50364,113,513640,25396,121475,14.6,57527,162,524687,28463,104644,0,1
3396616621,7,0,4,1,1,0,0,0,21,13,30,13,22,23,12.8,45953,124,461089,24966,69502,12.6,40271,79,468601,23976,88292,1,0
3408166595,0,0,1,0,5,0,3,1,13,27,11,27,13,28,12.4,38416,75,423400,41127,115119,14.2,50945,131,611671,65677,111017,0,1
3106859992,3,0,0,0,8,1,4,0,25,31,39,31,25,53,13.0,49665,138,481837,22716,104693,14.2,56288,130,588651,29621,78731,0,1
3356955077,2,0,1,0,9,1,3,2,20,39,19,39,20,42,13.2,44579,106,446633,13588,107242,14.8,61252,112,589060,42020,114812,0,1
3402676271,9,0,3,1,0,0,0,0,22,13,29,13,22,7,12.6,44839,87,429129,11560,65710,10.4,33616,92,276876,9064,73856,1,0
3410681282,11,1,3,2,0,0,0,0,22,7,22,6,22,3,12.8,47026,77,483030,25394,63039,10.8,29727,67,288403,11979,72999,1,0
3412008737,7,0,2,2,6,2,2,0,22,37,42,37,22,73,13.4,52684,110,590613,16766,135898,15.6,61769,124,654892,30066,109362,0,1
3409527610,4,0,2,2,3,0,1,0,26,15,33,15,26,12,12.8,41222,75,419996,26239,82138,11.2,37238,77,368262,16745,85945,1,0
3398526855,10,0,3,2,0,0,0,0,40,30,61,30,40,20,13.8,56120,111,504628,20840,86067,12.4,49026,90,366074,26115,107751,1,0
3417974847,9,1,4,2,3,1,2,0,27,24,37,24,27,56,16.2,68881,181,899242,57785,138009,16.0,62935,184,842114,35438,150954,1,0
2858947832,7,0,2,1,6,0,0,0,23,25,28,25,23,47,12.6,49689,137,523428,12190,91649,13.8,50932,99,525073,21424,83493,0,1
3342792864,0,0,0,1,11,1,2,1,23,30,35,30,24,37,13.8,46766,109,527306,33896,112662,14.2,53992,107,589502,28424,106263,0,1
3420305161,0,0,1,1,6,0,2,1,11,26,20,26,11,37,10.6,32863,61,295142,13867,76578,12.0,43125,91,369460,43094,74415,0,1
3419448646,2,0,3,1,11,0,2,1,30,36,53,36,30,60,14.6,57886,163,731527,44472,141256,14.6,62935,145,671455,43492,137031,0,1
3403368210,8,1,5,0,7,1,1,1,32,24,70,24,32,53,17.4,73294,273,975780,66887,164742,16.2,68204,199,878200,78939,147444,1,0
3273592366,8,0,1,0,0,0,3,0,38,27,51,27,38,41,13.2,54452,109,504041,14381,97066,12.8,45686,119,406146,30479,116317,1,0
3348271935,9,0,0,0,3,1,4,1,48,41,72,41,48,52,16.4,71222,150,737324,37215,155866,16.2,68267,146,774865,27467,162868,1,0
3340038907,7,0,4,1,3,0,0,0,28,11,36,10,28,13,13.6,50137,127,571256,16697,65496,12.0,40529,130,446088,17177,82657,1,0
3323486697,2,0,1,2,6,1,3,0,9,22,2,22,9,27,11.8,36960,69,332646,14677,59629,14.2,47579,142,515130,21030,57046,0,1
3334621407,9,1,2,1,3,0,0,0,28,16,49,15,28,17,14.0,53482,119,563642,24653,81081,12.6,43196,108,449171,20819,104049,1,0
3402609088,10,1,4,0,2,0,0,1,29,12,66,12,29,14,15.8,61290,212,659016,53991,117289,13.4,48529,151,561256,21368,109513,1,0
3412973985,10,1,1,0,2,0,3,0,29,31,36,31,29,50,15.4,60106,150,694962,38597,157121,14.6,55759,125,622627,78822,141872,1,0
3315046446,7,1,4,0,5,0,0,1,40,23,66,23,40,29,14.6,56030,94,498424,29085,98104,13.8,50873,95,499679,18004,114500,1,0
3314896219,10,1,3,2,0,0,0,0,35,17,54,16,35,20,14.0,54340,130,515597,33492,85345,12.4,41093,65,457059,42506,98928,1,0
3377968130,8,2,3,1,5,0,3,0,41,40,67,40,41,62,16.6,76307,146,802956,35832,148796,16.0,69764,227,971830,39803,169133,1,0
3345469387,1,0,0,0,4,0,3,1,18,27,25,27,18,41,12.4,40574,97,386892,18588,89085,13.0,45352,98,439400,31596,79794,0,1
3407435728,6,0,3,1,0,0,0,0,20,8,19,8,20,13,11.8,40553,96,398202,19286,55992,10.6,29294,63,292786,19453,73044,1,0
3391815592,10,2,3,1,8,2,5,0,40,37,74,37,40,61,17.8,90885,328,1316226,74172,207982,18.0,97109,235,1509314,53210,193334,0,1
3407944084,0,0,1,0,3,0,2,2,9,20,13,20,9,33,11.2,32690,81,387421,14837,64368,11.8,39254,87,419976,25039,64150,0,1
3409487637,7,1,0,1,6,0,4,0,26,29,53,29,26,37,14.8,53050,116,544522,25446,90817,14.6,57041,85,687633,50116,122533,1,0
3409142199,4,0,2,2,8,2,3,0,26,32,42,32,26,39,15.2,60576,197,777536,48725,149008,16.4,71661,207,931216,105344,174854,0,1
3352745157,11,1,3,0,3,0,1,1,38,23,54,23,38,33,15.2,63123,159,655971,33513,105445,14.4,54256,173,598726,20739,112477,1,0
3387642693,1,0,1,0,10,1,2,1,24,43,34,43,24,59,13.2,47000,94,436313,21943,115385,15.2,63085,150,674981,33972,111170,0,1
3374124421,11,2,4,1,1,0,1,1,23,24,40,24,24,48,15.8,62903,206,757442,31978,119430,15.0,54591,146,624925,34572,128604,1,0
3374852948,8,2,2,1,3,0,4,1,36,31,56,31,36,58,16.4,66781,183,708354,40067,144728,15.4,61260,203,702057,61207,130488,1,0
3412185240,3,1,1,0,9,0,4,0,18,35,22,35,18,37,14.2,54390,177,614392,21114,107420,15.4,62954,191,773588,70778,149086,0,1
3237619829,11,1,4,2,1,0,1,0,45,31,60,31,45,41,16.2,66721,145,731211,35800,127061,15.2,57295,99,626247,54944,164400,1,0
3215702924,5,0,4,1,11,2,2,1,43,46,65,46,43,70,17.4,74427,135,1010492,46260,176147,17.2,76628,173,744639,56459,183203,0,1
3387477426,4,0,0,1,6,1,4,1,12,24,8,24,12,32,12.4,41771,115,432613,12128,79679,14.4,52343,130,609863,38101,91565,0,1
3360672618,6,0,2,1,0,0,0,0,24,5,26,5,24,6,11.2,39498,98,361389,21303,61841,9.8,27025,44,232597,11755,69626,1,0
3400814761,6,0,1,0,9,0,4,1,34,54,44,54,34,63,14.2,56143,74,501775,22441,128946,15.2,61754,87,533671,21337,110650,0,1
3416768615,7,0,4,0,6,0,2,1,47,30,80,30,47,38,15.6,66286,142,643511,42729,142638,15.2,58615,117,615762,13300,141631,1,0
3417020214,1,0,0,0,11,1,5,1,29,37,33,37,30,49,14.8,55932,96,707626,35729,130086,16.4,65082,92,660160,32154,124622,0,1
3248988256,10,1,4,0,3,0,1,0,41,23,47,23,41,40,17.2,72096,166,865433,31298,118046,15.4,61239,160,826876,38382,163236,1,0
3358342457,10,0,4,0,10,0,2,2,49,46,56,46,49,63,17.6,79165,129,929133,70190,194965,17.0,74306,173,822383,42440,176351,1,0
3408423638,6,0,0,1,9,1,4,0,22,38,40,38,22,71,15.4,57171,120,666530,44092,166567,16.0,61312,100,662728,26003,97037,0,1
3402797730,7,0,4,1,6,1,2,1,55,49,57,49,55,59,17.4,77345,177,902202,32802,182773,17.6,77082,180,896115,34714,181219,0,1
3414951078,9,2,4,2,3,0,2,0,50,36,69,36,50,45,17.0,74087,192,781746,44010,157230,16.2,63931,135,854853,42700,174798,1,0
3396235497,0,0,0,0,9,1,4,2,20,41,17,41,20,56,13.8,47679,120,507713,20671,117072,15.4,61819,145,625296,31137,101054,0,1
3392323362,0,0,0,0,6,0,2,1,5,20,7,20,5,11,10.2,26669,29,203613,16544,56308,12.0,41499,86,460173,18703,48600,0,1
3353554093,2,0,0,0,8,0,4,1,11,41,12,41,12,63,12.6,41719,77,461802,22951,109258,14.4,55154,128,543076,28987,89452,0,1
3385701572,9,0,2,1,2,0,2,0,33,28,43,28,33,41,14.6,54615,134,489005,27871,112531,13.2,49926,65,458574,23965,94886,1,0
3393851367,10,1,4,1,2,1,1,0,34,25,49,25,34,36,15.4,61563,164,656540,27491,108845,15.0,54805,122,580113,24645,119716,1,0
3408925458,7,1,2,0,4,0,1,1,37,31,65,31,37,37,13.8,52799,96,433253,25168,92928,12.2,45119,49,329217,22332,106847,1,0
3395399809,8,0,5,0,2,0,0,0,49,31,56,31,49,37,15.8,65803,103,604194,37590,121165,14.4,55344,111,528994,31620,134444,1,0
3370454613,4,0,2,1,7,0,1,0,30,24,36,24,30,33,13.0,47722,56,480694,22381,100602,12.6,45520,91,353395,25446,95653,0,1
3409323904,11,1,4,1,1,0,0,1,29,16,41,16,29,20,14.8,55264,95,566256,33898,108078,13.0,44615,105,470831,19854,99525,1,0
3388579070,11,1,4,0,2,0,1,1,44,26,70,26,44,30,16.2,67851,159,739048,58500,159002,14.6,55500,101,635016,48387,182960,1,0
3349499566,0,0,0,0,3,0,2,0,5,18,8,18,5,25,10.0,24509,64,258100,24713,59349,11.2,34345,58,309130,18423,53245,0,1
3411005802,11,1,5,1,10,1,1,1,57,31,100,31,57,34,18.0,81922,126,1011482,75463,168625,16.4,69603,171,801215,32962,184915,1,0
3405005020,2,0,1,0,8,0,2,2,22,43,37,43,22,68,14.2,51186,113,538094,41593,143718,15.2,62226,116,724544,44836,146910,0,1
3351075872,10,1,5,1,6,2,3,1,62,46,86,46,63,66,18.0,91275,180,1194985,64339,251062,18.0,90485,152,1210105,53819,241484,1,0
3374684618,10,1,4,0,4,0,2,1,37,32,62,32,37,53,17.2,72272,188,868123,31466,139633,16.8,68828,135,874405,47974,176285,1,0
3226075234,3,0,0,0,7,1,4,1,37,40,53,40,37,61,12.8,50971,91,379393,16325,117299,14.2,57714,104,495461,26624,96595,0,1
3201298123,8,1,3,0,5,1,1,1,36,25,46,25,36,38,16.2,64353,150,770338,23211,99668,15.0,57823,160,551387,21989,137405,1,0
3383401803,2,0,2,1,8,0,2,1,25,36,34,36,25,53,12.8,45208,103,442625,17039,104044,13.6,51931,102,487482,19660,86992,0,1
3380617807,0,0,0,0,11,0,4,1,19,40,25,40,19,40,12.6,40835,64,342779,29161,95609,14.0,56004,119,544553,18865,95404,0,1
3412152070,3,0,0,0,11,2,5,1,22,31,34,31,22,30,14.4,54806,104,638193,27269,114400,16.0,66437,164,809489,43355,125228,0,1
3419264524,2,0,1,0,11,1,2,2,20,28,32,28,20,38,14.2,49164,130,595415,20903,102600,14.6,56109,133,617859,27746,101632,0,1
3419301720,1,0,0,0,5,0,2,1,17,20,24,20,17,22,11.4,35144,71,320522,10451,64064,12.0,41572,99,431288,23304,79316,0,1
3333438913,2,0,2,1,9,0,3,0,27,39,28,38,27,40,13.6,49584,101,493044,28142,123597,15.0,58129,88,565559,38737,124210,0,1
3312082975,9,1,4,0,6,0,1,1,38,38,54,38,38,49,16.2,64050,108,674622,33338,132649,15.2,62029,136,704564,22598,120301,1,0
3386705789,3,0,1,0,7,1,3,2,21,33,30,33,21,65,14.0,52808,134,582163,38828,129882,15.2,59310,151,583656,40084,98245,0,1
3396027005,9,1,3,1,4,0,1,1,38,32,48,32,38,35,15.4,62667,133,664590,25284,126165,15.2,55753,104,585643,25579,128423,1,0
3287600089,11,1,3,1,0,0,0,1,37,7,43,7,37,10,13.4,51296,83,472543,41525,80737,11.0,29949,58,261707,23426,94983,1,0
3301274904,2,0,0,0,11,1,3,1,17,35,21,34,17,55,14.0,46803,67,494143,37914,119103,15.4,59235,91,650783,23544,115162,0,1
3295680182,7,0,1,0,11,0,5,1,35,46,50,44,35,60,16.4,67197,129,901283,32984,146489,16.6,71684,119,772510,50551,177498,0,1
3273367477,10,1,2,0,0,0,0,0,23,4,24,4,24,4,12.8,45074,64,384685,19895,55399,10.8,29230,49,282022,11763,62127,1,0
3342828194,3,1,5,0,5,0,0,1,29,22,46,22,30,24,15.2,55520,113,497298,37665,105096,13.8,50466,101,545512,11410,91951,1,0
3406593172,11,0,3,2,1,0,0,0,25,7,27,7,25,13,11.4,41594,41,400824,12599,49567,9.8,26829,32,206411,8611,59560,1,0
3408697170,4,0,2,2,11,0,4,0,41,46,29,46,41,71,17.0,71095,103,857710,48210,189798,16.8,73176,222,887488,40780,155508,0,1
3408429228,11,0,2,1,2,0,1,0,38,17,48,17,38,10,12.8,48410,71,399862,18174,60669,11.6,36387,39,294786,14275,96346,1,0
3402277333,4,0,2,0,7,0,3,1,32,30,38,30,32,47,14.6,60022,128,606506,25966,131234,14.8,57641,131,622988,12727,97160,0,1
3418975034,7,2,2,0,4,0,2,1,36,18,61,18,36,28,14.6,54718,101,534914,38464,108320,12.8,45937,91,493629,36490,134556,1,0
3335856709,9,1,3,1,3,0,1,0,35,18,49,18,35,22,14.8,56175,85,555230,18644,87678,13.0,45001,64,460334,26800,108554,1,0
