gameId,r_summoner1_lane,r_summoner1_championId,r_summoner1_kills,r_summoner1_deaths,r_summoner1_assists,r_summoner1_totalDamageDealt,r_summoner1_totalHeal,r_summoner1_visionScore,r_summoner1_totalDamageTaken,r_summoner1_goldEarned,r_summoner1_champLevel,r_summoner2_lane,r_summoner2_championId,r_summoner2_kills,r_summoner2_deaths,r_summoner2_assists,r_summoner2_totalDamageDealt,r_summoner2_totalHeal,r_summoner2_visionScore,r_summoner2_totalDamageTaken,r_summoner2_goldEarned,r_summoner2_champLevel,r_summoner3_lane,r_summoner3_championId,r_summoner3_kills,r_summoner3_deaths,r_summoner3_assists,r_summoner3_totalDamageDealt,r_summoner3_totalHeal,r_summoner3_visionScore,r_summoner3_totalDamageTaken,r_summoner3_goldEarned,r_summoner3_champLevel,r_summoner4_lane,r_summoner4_championId,r_summoner4_kills,r_summoner4_deaths,r_summoner4_assists,r_summoner4_totalDamageDealt,r_summoner4_totalHeal,r_summoner4_visionScore,r_summoner4_totalDamageTaken,r_summoner4_goldEarned,r_summoner4_champLevel,r_summoner5_lane,r_summoner5_championId,r_summoner5_kills,r_summoner5_deaths,r_summoner5_assists,r_summoner5_totalDamageDealt,r_summoner5_totalHeal,r_summoner5_visionScore,r_summoner5_totalDamageTaken,r_summoner5_goldEarned,r_summoner5_champLevel
3321724664,BOTTOM,MissFortune,6,10,6,78851,2221,12,20277,10103,12,JUNGLE,LeeSin,3,5,8,79836,4290,12,23688,7663,11,MIDDLE,Fizz,6,7,3,65916,1657,2,18800,9768,14,BOTTOM,Pyke,7,14,3,17324,1879,27,20496,8602,10,TOP,Poppy,2,7,4,66831,2493,21,21881,7917,13
3272258965,MIDDLE,Pyke,13,8,12,118691,5567,11,26078,15728,16,BOTTOM,Blitzcrank,5,10,14,20192,1243,49,19373,9073,13,TOP,Riven,7,9,8,169357,6515,16,26461,14577,17,BOTTOM,Ezreal,5,6,10,156617,2197,10,20458,10408,15,JUNGLE,Sylas,3,8,9,179495,19823,24,41794,10546,14
3396954126,MIDDLE,Garen,6,1,8,161664,5826,22,26136,13660,16,JUNGLE,Vi,10,5,6,152405,5651,37,20650,12877,15,BOTTOM,Ezreal,3,5,12,116014,2152,12,18781,10342,14,BOTTOM,Pyke,4,4,12,30121,4320,72,16307,9885,13,MIDDLE,Veigar,8,3,8,154749,748,31,11004,12707,14
3409708017,BOTTOM,Morgana,5,4,10,36374,1370,53,8880,7726,10,TOP,Vayne,5,4,0,84652,375,11,12710,8900,13,MIDDLE,Ryze,5,2,8,97257,2196,17,13490,9395,13,BOTTOM,Caitlyn,11,3,11,111131,2374,1,10577,11991,13,JUNGLE,LeeSin,8,2,7,122387,7345,21,18677,9979,13
3414239742,BOTTOM,Ezreal,11,1,5,137618,1417,10,11676,12946,14,BOTTOM,Bard,2,5,16,31795,4210,40,12358,8308,13,TOP,Fizz,7,2,5,81752,2080,23,11170,10239,14,TOP,Garen,5,3,3,78557,1171,10,14090,9073,14,JUNGLE,Hecarim,6,2,8,149226,13092,28,25965,10725,14
3387620961,BOTTOM,Zyra,6,10,17,70551,70,110,22002,11628,15,BOTTOM,Syndra,3,6,15,165398,4264,29,22752,13165,18,TOP,Yasuo,7,11,8,306915,4880,20,31575,16414,18,BOTTOM,Talon,22,10,9,166017,6431,32,36024,18707,17,JUNGLE,Nunu,8,8,18,206495,18678,18,43177,14701,17
3415665961,TOP,Yasuo,4,5,9,190147,3885,16,24518,12237,16,JUNGLE,Pyke,13,6,11,48377,16864,38,40032,16102,16,TOP,Trundle,10,4,16,141392,29601,12,64738,15574,18,JUNGLE,Nocturne,12,12,15,257217,11368,15,39801,17697,18,BOTTOM,Ashe,10,12,21,175132,6323,29,33943,16666,17
3408621797,JUNGLE,RekSai,4,14,15,205856,20155,26,57975,13717,18,BOTTOM,Shaco,6,5,17,96232,4511,61,28239,13037,18,JUNGLE,Ryze,9,1,18,491368,15594,62,23171,22253,18,BOTTOM,Varus,12,11,16,218107,5079,41,29897,18567,18,MIDDLE,Jhin,14,7,11,224757,6935,31,25362,18670,18
3393292921,TOP,Gangplank,5,6,7,210623,7446,9,30107,14406,16,BOTTOM,Xerath,4,8,13,135011,8978,58,26592,12200,15,JUNGLE,Warwick,14,8,6,284906,27878,14,63644,17673,18,MIDDLE,Ekko,10,7,9,98714,10133,22,32335,12889,15,BOTTOM,Caitlyn,6,10,4,161455,4486,23,26654,13114,16
3393352451,BOTTOM,Lux,2,8,13,40261,132,36,10985,8562,13,BOTTOM,Caitlyn,18,4,4,198764,4614,15,18151,16267,15,JUNGLE,Shyvana,5,3,4,213514,8990,21,23410,12101,15,MIDDLE,Malzahar,5,2,9,134131,347,23,6884,12014,15,TOP,Maokai,3,2,6,119979,6878,12,18204,10053,15
3388841309,TOP,Darius,3,5,2,77316,4275,12,18573,8118,14,MIDDLE,Annie,4,8,8,88205,1570,8,18419,8999,14,BOTTOM,Lucian,4,7,5,108252,2419,17,16650,10439,13,BOTTOM,Pyke,7,2,5,30359,3474,42,11576,10880,13,JUNGLE,Amumu,1,9,9,121228,8152,28,27141,9170,12
3419336610,JUNGLE,Jax,8,11,15,155212,14107,18,35912,13655,15,JUNGLE,Pyke,12,10,8,66085,5122,59,24048,15892,15,MIDDLE,Leblanc,6,7,7,110917,5520,31,22245,11220,16,MIDDLE,Gnar,12,12,9,182909,6351,24,54692,16101,17,BOTTOM,MissFortune,3,13,20,154738,2908,18,24878,13945,16
3402934689,BOTTOM,Jhin,19,10,9,311191,12179,30,42889,21679,18,BOTTOM,Pantheon,4,13,13,63567,14982,80,55391,11862,15,JUNGLE,LeeSin,2,4,12,162361,17023,39,45016,12728,17,TOP,Irelia,8,10,6,218073,9885,25,45303,17133,18,MIDDLE,Fizz,12,3,7,246148,13199,47,34332,18800,18
3191633698,JUNGLE,Volibear,7,7,6,171820,13079,4,57910,12083,16,BOTTOM,Lux,11,9,10,102686,1858,93,21190,13802,16,BOTTOM,Tristana,6,11,8,160881,3498,14,35366,13144,16,JUNGLE,Garen,19,4,4,339555,7065,16,30858,20694,18,MIDDLE,Ashe,16,10,5,198738,1898,16,27388,17812,17
3198889380,MIDDLE,Jax,5,9,5,137454,2595,12,29593,10916,15,BOTTOM,Nami,4,4,7,25893,13909,53,20906,8776,13,JUNGLE,Hecarim,3,10,4,113973,8588,13,38192,9554,12,BOTTOM,Jhin,6,8,5,134508,4632,10,20354,10915,15,MIDDLE,Lux,5,9,7,103050,1656,12,25570,9736,14
3315074132,MIDDLE,Lux,13,5,1,144207,419,20,19137,12061,15,TOP,Gnar,8,8,6,137393,0,19,36485,12042,16,JUNGLE,LeeSin,2,9,8,79201,4106,25,23163,8860,12,BOTTOM,Bard,3,8,8,27430,3544,56,18797,7816,13,BOTTOM,Vayne,2,7,3,73705,1705,23,14400,8970,14
3307171311,MIDDLE,Annie,7,5,3,141883,3856,10,20068,12641,16,TOP,Teemo,2,6,10,200762,515,31,24250,11214,17,BOTTOM,Vayne,6,5,5,126878,3392,10,24321,10630,14,BOTTOM,Soraka,0,3,12,12519,22978,49,13815,6964,13,JUNGLE,Rammus,3,5,4,134872,8604,16,33072,9417,13
3319474379,BOTTOM,Karma,2,6,6,57257,3285,38,14168,7996,13,BOTTOM,Caitlyn,1,6,6,123171,2058,14,18745,10088,14,TOP,Kled,11,5,4,136020,3797,15,38612,13666,16,JUNGLE,Nunu,5,7,13,144395,17765,14,40902,11464,15,MIDDLE,Zoe,7,7,9,83177,4482,0,21170,10456,15
3385903412,MIDDLE,Xerath,4,2,3,75817,206,16,8506,7394,12,TOP,Kennen,0,0,1,14679,223,3,1091,3882,7,BOTTOM,Thresh,0,6,4,12969,82,23,12355,4407,9,JUNGLE,TwistedFate,3,5,3,114633,4705,9,15989,8772,12,BOTTOM,Jhin,2,6,1,97561,1374,8,10564,7684,12
3328959876,JUNGLE,Kayn,8,13,9,167244,11137,18,40133,12654,17,TOP,Camille,7,7,4,158793,5271,17,31526,13869,18,BOTTOM,Senna,3,7,13,52525,13438,50,17008,9822,16,BOTTOM,Tristana,10,11,7,163752,2976,21,26789,14162,16,MIDDLE,Orianna,3,8,8,195121,1151,31,24091,12464,18
3328363807,JUNGLE,Trundle,13,7,14,291892,34105,37,52704,20942,18,BOTTOM,Pyke,7,10,13,58223,7731,51,28210,14449,16,MIDDLE,Veigar,15,5,13,234120,1758,56,18130,16800,18,TOP,Jax,7,14,8,186059,6684,25,43390,14009,18,BOTTOM,MissFortune,2,7,16,114117,3370,16,20450,12148,16
3325297089,BOTTOM,Jhin,16,5,6,154305,4007,16,16458,15278,15,MIDDLE,Qiyana,12,5,15,130856,598,11,19589,13176,16,JUNGLE,Kayn,4,4,18,158850,19260,18,31816,11462,16,TOP,Sion,6,2,4,152520,1455,12,21110,11875,16,BOTTOM,Rakan,2,10,16,18634,2614,43,18991,7665,13
3414986385,TOP,Shen,1,3,6,47460,2523,16,16363,7840,14,JUNGLE,MasterYi,7,9,3,152811,8983,9,30239,10412,14,BOTTOM,Lux,5,6,10,83458,2969,12,17751,9101,14,MIDDLE,Zoe,3,5,7,80596,1865,8,16169,8455,14,BOTTOM,Ashe,8,7,8,127768,3189,12,24563,11419,14
3420411322,JUNGLE,Warwick,2,8,3,188163,21433,32,40601,10963,15,TOP,Mordekaiser,13,3,4,201094,22270,18,39228,16979,18,BOTTOM,Jinx,12,4,6,197063,5510,13,15506,16845,17,MIDDLE,Veigar,3,9,10,149953,1728,16,22119,12162,17,BOTTOM,Xerath,8,1,15,113794,3608,56,12193,12789,17
3416844495,MIDDLE,Velkoz,2,3,4,106359,503,18,9929,8423,13,TOP,Mordekaiser,8,5,2,107575,7521,15,26901,11112,14,BOTTOM,Jinx,2,5,5,102568,1638,16,12777,9314,12,BOTTOM,Nautilus,2,6,5,22314,429,27,15713,6640,11,JUNGLE,Volibear,1,8,6,109117,6030,22,32722,8867,12
2900887174,JUNGLE,MissFortune,7,2,9,126732,1227,29,8855,11436,13,BOTTOM,Thresh,3,2,19,13945,508,27,7856,8226,11,JUNGLE,LeeSin,13,2,5,126030,4272,18,15081,11760,14,TOP,Malphite,6,2,11,83523,672,12,10201,10096,13,MIDDLE,Veigar,4,1,5,81506,1059,22,8936,9056,14
3412866931,JUNGLE,Nocturne,3,7,4,105600,5831,18,19391,9247,13,MIDDLE,Zoe,4,6,2,106570,2800,15,16025,9907,14,BOTTOM,Nautilus,3,8,7,29827,815,28,18483,7889,12,MIDDLE,Vayne,4,6,2,111580,1960,20,20478,10252,14,BOTTOM,Lucian,4,10,5,116571,2212,11,22884,9745,13
3412946674,JUNGLE,Warwick,10,3,8,104596,17780,9,26460,10408,12,BOTTOM,Lux,6,2,7,42532,1872,16,6853,7292,11,BOTTOM,Varus,3,3,4,46099,909,7,6652,6866,10,TOP,Yasuo,4,3,8,102303,2148,10,13984,9489,13,MIDDLE,Fizz,2,5,7,49545,1967,13,12693,6692,11
3419543681,TOP,Teemo,2,9,5,79197,4209,25,22942,8568,14,JUNGLE,Amumu,3,4,7,181741,11001,8,32081,11453,17,MIDDLE,Viktor,13,3,2,199654,6579,21,23488,14676,18,BOTTOM,Xayah,8,5,4,195694,4915,17,22692,13761,16,BOTTOM,Lux,5,7,8,79304,1939,59,15886,10449,14
3414710371,MIDDLE,Yasuo,3,3,4,142840,2886,14,14669,10755,15,TOP,Chogath,6,1,8,96190,10185,22,20493,10029,14,BOTTOM,Ashe,8,0,4,89987,2744,19,7511,10692,13,BOTTOM,Leona,0,0,8,15551,2215,31,8526,6545,12,JUNGLE,Shyvana,6,1,3,199759,14660,15,24848,11461,15
3417855013,MIDDLE,Quinn,3,4,16,59394,1827,22,11053,8485,13,JUNGLE,Nidalee,2,4,8,85192,10286,20,18130,7580,12,TOP,Sett,16,3,8,110654,4435,12,20972,13400,15,BOTTOM,Zyra,5,5,15,37365,386,29,8864,8317,12,BOTTOM,Caitlyn,13,2,8,121690,3002,13,12700,12736,12
3388053761,JUNGLE,Graves,12,5,9,237507,11176,22,33906,16026,17,MIDDLE,Ahri,6,10,8,165835,8858,37,38332,13283,16,JUNGLE,Nocturne,7,10,6,214456,3992,40,30764,14917,17,BOTTOM,Vayne,7,13,7,129546,8754,2,35397,13341,15,BOTTOM,Lulu,3,9,19,24765,6568,53,22861,9863,14
3407618232,JUNGLE,Ekko,9,8,10,84138,9751,6,28211,9769,13,JUNGLE,Sett,16,5,13,185690,8111,34,45662,18779,16,BOTTOM,Ezreal,9,8,7,90109,1651,9,19212,11372,14,MIDDLE,Orianna,2,8,8,90001,441,23,16921,9027,14,BOTTOM,Nautilus,3,8,16,24007,501,17,15798,8216,14
3419836971,BOTTOM,Jhin,14,5,11,262024,6421,18,33502,19033,17,JUNGLE,Nunu,7,8,20,159661,24892,26,53753,14165,17,TOP,Quinn,9,11,11,206387,1950,25,33924,15341,18,MIDDLE,Annie,16,10,10,141228,2824,21,30033,15819,18,BOTTOM,Nami,2,3,21,16664,25605,46,14783,10658,16
3418803868,BOTTOM,Twitch,5,11,8,132239,4335,26,25075,12666,16,JUNGLE,Kayn,12,6,10,216461,21627,26,44475,15578,18,TOP,Teemo,6,9,7,189180,4329,36,25876,14196,18,BOTTOM,Zyra,5,8,11,99067,1623,84,19309,12486,16,MIDDLE,Malzahar,10,5,12,259664,3112,22,17538,17750,18
3365835946,JUNGLE,MissFortune,5,14,12,332752,3386,11,38046,19074,18,BOTTOM,Leona,6,12,23,38973,3988,103,39838,13822,18,JUNGLE,MasterYi,8,12,4,255544,17950,10,55575,17397,18,MIDDLE,Lucian,16,12,15,300433,5419,38,41878,21785,18,TOP,Renekton,11,9,15,350304,16641,71,73028,21635,18
3393982380,BOTTOM,MissFortune,11,10,18,159077,2078,34,25800,14966,17,TOP,Darius,7,8,12,163664,7457,35,48333,14504,18,BOTTOM,Lux,6,10,17,104990,1582,50,17690,12794,16,MIDDLE,Yasuo,17,3,9,300316,7337,39,28067,19392,18,JUNGLE,Volibear,5,5,17,143781,8547,27,36238,13555,18
3399065780,BOTTOM,Ezreal,15,7,8,148652,3225,5,28448,14470,16,MIDDLE,Talon,13,11,13,138539,4296,29,33137,14366,17,JUNGLE,Zac,8,2,18,179207,42910,16,48808,13380,17,TOP,Teemo,15,10,6,107959,1940,7,26390,14230,17,BOTTOM,Malphite,2,5,16,75383,8695,47,27458,10377,15
3414937784,JUNGLE,Trundle,0,9,0,114276,13902,1,34697,7203,11,BOTTOM,Alistar,3,5,1,20728,4440,7,23497,6316,11,MIDDLE,Annie,2,3,1,76719,2337,22,13887,7808,13,TOP,Teemo,2,3,0,115232,208,12,14840,7558,14,BOTTOM,Ashe,1,10,1,140967,1513,21,17515,8822,13
3417053084,BOTTOM,Tristana,4,10,7,104089,1814,11,23396,9988,14,MIDDLE,Lux,3,13,11,101694,296,23,21942,9102,14,BOTTOM,Veigar,5,10,11,75830,803,9,20412,10304,14,TOP,Nasus,5,5,5,147111,1154,3,39643,12043,16,JUNGLE,Nocturne,11,7,9,159828,10256,21,31175,14900,15
3419821739,TOP,Ziggs,2,7,6,80342,380,4,13586,7022,13,BOTTOM,Draven,8,6,7,63827,907,13,13133,9770,12,MIDDLE,Yasuo,15,3,10,173017,6708,19,20596,15637,16,JUNGLE,Vi,6,3,8,100039,4974,11,18265,9081,13,BOTTOM,Janna,2,2,14,24393,5864,28,9814,6872,12
3412512429,JUNGLE,Rengar,0,15,4,136545,9885,6,38835,8805,16,BOTTOM,Vayne,9,6,10,241477,4997,16,32680,17904,18,BOTTOM,Lux,3,8,8,52718,2261,13,16459,9882,16,TOP,Volibear,13,6,9,205490,2659,17,43921,18610,18,MIDDLE,Yasuo,13,12,5,280974,7805,12,39546,17886,18
3389879862,JUNGLE,Shaco,1,3,5,114140,7267,26,19864,7949,12,MIDDLE,Kassadin,9,4,3,62171,3778,8,19068,9383,14,BOTTOM,Caitlyn,6,4,8,127222,2137,10,15216,11028,13,BOTTOM,Senna,6,6,12,27154,6872,31,11035,9618,12,TOP,Jax,16,3,3,167257,4864,19,25750,15460,16
3412288941,JUNGLE,Warwick,7,6,3,117452,25629,15,42832,10486,14,BOTTOM,Twitch,6,6,11,118124,4056,25,18054,12774,16,TOP,Darius,4,5,7,114185,5031,17,20848,10534,16,MIDDLE,Malphite,22,5,7,208594,5718,17,27802,19021,18,BOTTOM,Blitzcrank,3,7,15,33699,3130,33,24699,10040,15
3405151362,JUNGLE,Jax,6,10,10,119321,8819,17,28850,11600,13,BOTTOM,Ashe,5,11,5,101017,3015,7,23290,9812,13,MIDDLE,Galio,3,8,7,96057,2575,8,25963,8906,14,TOP,Mordekaiser,7,4,4,78447,4495,8,17980,9856,14,BOTTOM,Veigar,4,7,6,62074,1803,17,13362,7612,13
3414490708,BOTTOM,Pyke,1,6,4,5450,1368,7,10451,4153,10,BOTTOM,Camille,4,10,2,51975,2270,8,16820,6528,10,TOP,Teemo,3,6,1,57852,1583,6,13749,6301,12,JUNGLE,Shaco,4,6,1,65442,4513,8,14808,6479,11,MIDDLE,Lucian,3,5,4,64590,352,6,10233,7311,12
3414381041,MIDDLE,Tristana,6,8,6,148441,4613,11,28869,12710,16,BOTTOM,Veigar,7,8,15,132928,4700,10,19697,12385,15,BOTTOM,Sett,2,9,12,51770,141,32,29554,8266,13,JUNGLE,MasterYi,10,10,6,150540,10499,26,32276,12695,15,TOP,Mordekaiser,6,14,7,87939,2051,5,32501,9790,14
3335761948,BOTTOM,Lux,1,10,10,39085,1826,32,18278,7661,12,TOP,Mordekaiser,5,5,3,89672,4604,14,23233,9730,14,MIDDLE,Zed,7,6,6,113522,4026,7,23403,11680,15,BOTTOM,Xayah,3,8,8,114117,5008,11,23019,9636,13,JUNGLE,LeeSin,7,7,7,98161,6893,14,27953,10539,13
3305129678,BOTTOM,MissFortune,7,6,5,106354,1004,8,16191,11295,13,JUNGLE,DrMundo,1,11,1,122992,9150,8,28131,7020,12,BOTTOM,Senna,5,7,7,29373,5364,18,14520,7911,12,MIDDLE,Kassadin,12,11,1,99625,5786,11,26718,10552,15,TOP,Neeko,0,0,0,20302,0,3,1646,4207,7
3398906185,MIDDLE,Malzahar,12,8,3,224275,1672,27,26772,15691,17,BOTTOM,Ezreal,7,2,7,176578,5936,8,26170,13703,17,BOTTOM,Leona,2,11,9,32844,4442,44,33472,8375,13,JUNGLE,Kayn,3,8,8,150461,12187,17,36001,10668,15,TOP,Akali,10,8,4,133222,15860,41,40168,13389,16
3396845929,JUNGLE,Warwick,6,8,1,108684,12543,16,31838,9056,12,MIDDLE,Xerath,2,5,3,84848,833,6,11838,8417,14,TOP,Darius,0,4,4,63871,888,11,18064,6834,13,MIDDLE,MissFortune,3,11,6,62315,2022,12,20702,7858,12,BOTTOM,Sona,4,10,8,20578,7829,21,18816,6849,11
3393729094,TOP,Shen,1,7,7,103190,1818,16,24632,9549,16,BOTTOM,Vayne,6,9,5,85723,3332,15,19622,10947,14,MIDDLE,Orianna,5,7,7,108761,2907,21,20016,10774,15,JUNGLE,Rammus,5,4,8,193210,9823,25,35988,13517,16,BOTTOM,Lux,0,6,11,50029,4,47,11450,7283,13
3025370848,TOP,Kayle,3,9,2,96411,4036,3,17878,9006,13,JUNGLE,Tryndamere,2,9,0,70878,6906,12,23170,6265,10,MIDDLE,Ekko,1,6,3,67179,4453,8,20948,6509,12,BOTTOM,Lucian,3,6,1,81434,1024,18,16227,7591,11,BOTTOM,Teemo,1,8,6,27864,182,46,16295,6139,11
3341299998,JUNGLE,Ekko,2,12,11,132678,12490,33,35646,11090,15,TOP,Talon,10,8,9,220685,11235,25,38225,17532,18,BOTTOM,Varus,12,13,11,188716,7901,42,32143,17619,17,BOTTOM,Shaco,11,8,16,97732,2523,45,24744,14784,16,TOP,Urgot,3,12,9,169627,4272,19,36962,11846,17
3404480174,JUNGLE,Udyr,6,7,7,185976,10522,23,30414,12355,15,MIDDLE,Azir,4,5,9,114859,2842,23,19456,10488,15,TOP,Shen,6,5,3,125104,1634,15,24618,10769,14,BOTTOM,Rakan,0,9,7,12005,5161,57,19196,6430,12,BOTTOM,Kaisa,1,5,8,136214,3745,15,18470,10091,14
3400379184,MIDDLE,Zed,5,6,3,97848,736,10,14066,10298,13,JUNGLE,LeeSin,5,7,2,114080,6280,13,23439,7982,12,BOTTOM,Thresh,1,8,5,16727,685,20,15872,5350,10,TOP,Vladimir,0,5,4,66569,9003,10,18961,6230,12,BOTTOM,Jinx,2,3,2,51911,1598,6,10269,6108,10
3417952866,BOTTOM,Twitch,7,3,6,132956,3112,26,17756,11352,14,MIDDLE,Sylas,3,3,10,114068,9075,21,25475,10021,15,BOTTOM,Lulu,2,3,16,12946,1434,41,9249,7826,13,JUNGLE,Shyvana,6,4,4,204658,11953,24,25512,11324,15,TOP,Graves,6,1,7,173376,950,11,8023,13163,16
3406337502,MIDDLE,Fizz,5,7,5,145924,4752,16,26355,14655,18,JUNGLE,Kindred,5,8,10,269629,25416,35,41010,16781,18,BOTTOM,Zyra,6,8,15,115895,2969,79,26213,13645,17,BOTTOM,Ezreal,14,10,7,232214,2681,43,29503,19053,18,TOP,Gnar,4,12,7,193137,7287,41,45715,13901,18
3404036736,JUNGLE,Heimerdinger,3,9,14,60720,1815,45,16261,9230,13,BOTTOM,Draven,7,4,4,123552,1700,26,15179,11760,13,TOP,Singed,8,4,12,126826,7816,21,27213,13020,16,JUNGLE,Kayn,12,3,10,212668,31563,17,45693,15244,17,MIDDLE,Yasuo,8,6,5,139116,5095,32,19518,12122,15
3404163522,TOP,Malphite,3,7,12,108527,2034,25,24251,10577,16,JUNGLE,Sejuani,4,7,12,183685,8749,38,48837,12115,16,BOTTOM,Senna,3,5,12,67392,10340,66,18007,10821,15,MIDDLE,Ezreal,7,6,6,139998,1989,23,21237,13500,16,BOTTOM,Aphelios,9,4,9,292972,4899,20,21595,17892,17
3310688743,BOTTOM,Jinx,7,4,4,88865,2544,9,13074,10141,12,MIDDLE,Ryze,1,5,4,93335,1350,6,15978,6520,13,TOP,Teemo,1,6,2,48693,572,4,16462,5995,11,JUNGLE,Amumu,3,8,3,91692,5235,6,21475,7508,11,BOTTOM,Nautilus,1,6,7,34035,0,24,13090,5708,11
3383430227,BOTTOM,Fiddlesticks,5,7,11,28972,1491,53,18160,8569,12,TOP,Diana,7,9,7,131813,7272,23,33562,11686,15,MIDDLE,Annie,4,7,9,108876,5328,20,20903,10145,14,JUNGLE,MasterYi,7,7,11,175463,15957,29,33822,13321,16,BOTTOM,Tristana,6,3,3,145383,4635,18,20821,12354,15
3282100063,BOTTOM,Kassadin,13,6,6,74441,4640,24,22197,11586,15,JUNGLE,Ekko,8,8,9,160632,11063,28,29612,11795,15,BOTTOM,Nami,5,9,23,43416,18946,57,23043,10541,14,TOP,Aatrox,6,7,8,108939,19867,14,48835,11043,15,BOTTOM,Jinx,16,10,13,195487,3054,11,31759,16840,16
3318548159,MIDDLE,Zed,5,6,3,69898,1366,10,16157,8247,13,JUNGLE,LeeSin,5,6,3,85215,6986,13,21556,8512,12,BOTTOM,Kalista,5,7,3,60209,2287,10,16650,8474,12,BOTTOM,Thresh,3,4,8,24841,789,26,13069,6602,12,TOP,Kennen,9,6,1,107974,3113,15,19771,10056,14
3400655104,TOP,Karma,1,7,3,73960,1588,15,14181,6994,12,MIDDLE,Garen,3,7,3,63051,1511,10,26651,7044,12,BOTTOM,Ashe,3,6,4,60332,1377,14,11212,7342,11,BOTTOM,Zyra,1,3,2,31039,912,16,7711,5294,10,JUNGLE,JarvanIV,3,4,7,113976,5152,21,20306,8906,12
3402025026,BOTTOM,Braum,2,3,26,37901,13086,113,32992,11206,16,MIDDLE,Fizz,23,6,7,183215,13216,24,32308,19810,17,TOP,Darius,4,4,7,175484,11873,18,38058,14778,18,BOTTOM,Caitlyn,8,4,14,211679,9592,20,20636,15086,16,JUNGLE,Nunu,7,7,18,216708,43169,16,68942,14138,17
3395541813,BOTTOM,Blitzcrank,0,6,13,16641,880,63,16665,6217,11,TOP,Shen,4,7,5,72415,345,18,20784,8270,13,BOTTOM,Galio,7,5,8,95126,379,15,16685,10882,13,JUNGLE,LeeSin,10,8,5,117888,6254,27,25264,10972,12,JUNGLE,Jinx,4,6,6,105374,2476,9,16307,9508,13
3393877360,BOTTOM,Lulu,0,3,4,5720,1587,29,10707,6626,13,BOTTOM,Caitlyn,3,3,3,197806,4940,23,15760,12408,14,TOP,Teemo,10,6,0,227580,2205,25,24221,16653,18,JUNGLE,Olaf,2,7,5,181548,11183,43,37807,10713,15,TOP,Viktor,5,5,4,194958,2285,26,20214,12882,16
3363164510,BOTTOM,Yorick,3,2,5,79298,3619,21,17140,7988,12,TOP,Irelia,2,7,3,97964,4337,5,20667,8808,14,BOTTOM,Vayne,4,3,4,97162,2134,23,14370,9731,13,MIDDLE,Diana,3,8,2,78282,1559,11,20691,7433,12,JUNGLE,Sejuani,3,3,3,143707,6241,21,23498,8700,12
3293191487,BOTTOM,Morgana,3,2,10,39941,3345,58,12415,8671,13,BOTTOM,Ezreal,7,2,7,128694,2427,19,12354,11219,14,MIDDLE,TwistedFate,3,4,11,108647,2946,15,18572,10552,15,JUNGLE,Vi,9,4,5,138927,7761,17,18825,12071,14,TOP,Jax,5,7,5,130489,2637,11,19012,11279,15
3411833535,BOTTOM,Lucian,1,4,6,146977,2825,23,17758,10563,15,TOP,MonkeyKing,11,3,4,201821,8265,22,32768,16140,18,BOTTOM,Morgana,4,7,8,31183,2882,71,17261,9836,14,JUNGLE,Sylas,6,5,4,229348,20641,36,44723,13306,17,MIDDLE,Zed,4,2,7,179414,1239,27,14711,13434,17
3408797736,BOTTOM,Lux,5,4,15,54449,629,43,7831,9382,13,JUNGLE,Kayn,6,5,11,135271,13710,16,26235,10940,13,TOP,Rumble,3,4,10,111893,3507,13,19958,10153,15,BOTTOM,Ashe,8,2,9,116286,3964,15,13304,11963,13,MIDDLE,Zed,29,6,4,172903,4717,16,20798,18614,16
3407503692,BOTTOM,Xayah,13,9,4,219177,3589,11,29761,16138,15,BOTTOM,Neeko,6,10,8,72663,2507,51,25155,10755,15,JUNGLE,Volibear,7,7,7,169963,11577,26,49853,13609,17,MIDDLE,Morgana,7,9,4,144782,6295,27,32203,13015,16,TOP,Teemo,1,7,9,148198,5188,21,28465,11705,16
3379753248,BOTTOM,Janna,2,1,8,31249,8301,60,7177,7700,13,BOTTOM,Graves,4,3,7,117122,3714,1,14109,10614,13,TOP,Teemo,2,4,7,98611,2980,13,13222,9944,14,MIDDLE,Malzahar,6,6,8,111894,1891,21,15241,10643,14,JUNGLE,Sett,10,1,3,196191,10033,19,25071,12753,16
3363410144,BOTTOM,Yuumi,1,4,2,15013,10060,34,6903,6325,12,BOTTOM,Twitch,0,5,5,87111,1939,23,16998,9186,12,MIDDLE,Katarina,6,5,2,104309,4522,27,20046,10697,14,JUNGLE,Graves,5,6,5,186522,7151,18,21981,11639,14,TOP,Olaf,1,5,0,145972,2186,17,23649,10339,15
3369087176,BOTTOM,Zyra,5,15,20,132099,4253,53,40488,13100,16,JUNGLE,Rengar,6,14,13,206326,22811,33,56365,14322,18,TOP,Camille,3,10,9,175307,3402,48,32623,12332,18,BOTTOM,Caitlyn,19,11,10,300890,5661,17,32151,21824,18,MIDDLE,Malphite,7,10,12,180133,1479,23,30126,14451,18
3407982069,BOTTOM,Thresh,1,9,6,13063,269,31,17663,6749,11,JUNGLE,LeeSin,5,10,4,122378,12317,15,41758,10521,13,BOTTOM,Kaisa,3,4,2,144813,4729,21,16463,11664,15,MIDDLE,Viktor,1,6,6,174394,1419,28,15704,9836,15,TOP,Nocturne,16,5,3,211871,7301,25,23178,17587,17
