gameId,b_summoner1_lane,b_summoner1_championId,b_summoner1_kills,b_summoner1_deaths,b_summoner1_assists,b_summoner1_totalDamageDealt,b_summoner1_totalHeal,b_summoner1_visionScore,b_summoner1_totalDamageTaken,b_summoner1_goldEarned,b_summoner1_champLevel,b_summoner2_lane,b_summoner2_championId,b_summoner2_kills,b_summoner2_deaths,b_summoner2_assists,b_summoner2_totalDamageDealt,b_summoner2_totalHeal,b_summoner2_visionScore,b_summoner2_totalDamageTaken,b_summoner2_goldEarned,b_summoner2_champLevel,b_summoner3_lane,b_summoner3_championId,b_summoner3_kills,b_summoner3_deaths,b_summoner3_assists,b_summoner3_totalDamageDealt,b_summoner3_totalHeal,b_summoner3_visionScore,b_summoner3_totalDamageTaken,b_summoner3_goldEarned,b_summoner3_champLevel,b_summoner4_lane,b_summoner4_championId,b_summoner4_kills,b_summoner4_deaths,b_summoner4_assists,b_summoner4_totalDamageDealt,b_summoner4_totalHeal,b_summoner4_visionScore,b_summoner4_totalDamageTaken,b_summoner4_goldEarned,b_summoner4_champLevel,b_summoner5_lane,b_summoner5_championId,b_summoner5_kills,b_summoner5_deaths,b_summoner5_assists,b_summoner5_totalDamageDealt,b_summoner5_totalHeal,b_summoner5_visionScore,b_summoner5_totalDamageTaken,b_summoner5_goldEarned,b_summoner5_champLevel
3417829476,BOTTOM,Thresh,1,1,2,14107,0,25,8033,4554,9,MIDDLE,Diana,2,6,1,52829,2375,17,17437,6234,11,TOP,Maokai,2,6,4,65947,4486,3,19939,6751,11,BOTTOM,MissFortune,2,4,1,46468,917,19,10046,7340,10,JUNGLE,Khazix,1,5,1,71071,7293,9,16690,5301,9
3382226813,BOTTOM,Xayah,1,1,4,113564,792,12,10188,8887,13,TOP,Mordekaiser,3,4,0,115565,4064,13,18906,10485,15,MIDDLE,Malzahar,3,9,2,120436,603,11,16244,9050,14,BOTTOM,Janna,1,4,6,11509,6810,43,8930,6070,12,JUNGLE,Rengar,3,5,1,125730,10984,10,25595,8278,13
3194688061,BOTTOM,Jhin,11,12,13,219962,5688,23,34815,16901,16,JUNGLE,Nidalee,8,9,11,261526,26716,27,41021,15871,18,TOP,Mordekaiser,0,11,5,108576,6151,14,43112,9703,17,MIDDLE,Pantheon,18,9,5,191257,10887,30,41631,18549,18,BOTTOM,Thresh,4,10,20,35672,4987,80,30453,12300,16
3402271489,BOTTOM,Yuumi,1,3,19,14967,16362,46,9944,7979,13,TOP,Kled,6,6,7,108847,3172,15,23364,11523,15,TOP,Vladimir,6,2,7,116177,18077,21,22157,11958,15,JUNGLE,Shaco,12,2,6,140681,9795,22,25555,12984,14,BOTTOM,Lucian,8,7,9,146804,3340,26,26829,11733,14
3418088474,MIDDLE,Ryze,9,5,4,205132,11301,19,24417,13055,16,TOP,Darius,3,4,0,124579,1289,15,17640,9924,14,JUNGLE,XinZhao,7,3,7,165678,17178,19,29167,12351,14,BOTTOM,Rakan,2,2,14,26905,2557,75,11028,8156,13,BOTTOM,MissFortune,2,3,9,114882,2042,22,12140,10666,13
3403812590,TOP,Ornn,7,3,18,108578,5571,28,35424,12663,17,JUNGLE,Kayn,8,6,14,187340,26084,24,47022,14083,16,MIDDLE,Fizz,15,6,6,155814,1477,24,24005,15550,17,BOTTOM,Bard,4,4,21,49535,9694,98,18722,10601,16,BOTTOM,Varus,10,6,14,158935,3445,16,20503,14327,17
3249195847,MIDDLE,Yasuo,7,7,6,193881,11821,22,34346,13755,16,MIDDLE,Alistar,3,5,12,20048,12664,73,25909,8866,14,MIDDLE,Orianna,10,5,7,155824,963,28,23817,14135,18,TOP,Garen,8,9,2,125453,3543,18,38078,13580,17,JUNGLE,Warwick,5,9,7,196665,23223,23,54736,12390,15
3389425146,BOTTOM,Kalista,11,10,9,245171,9041,46,39069,18146,18,TOP,Ahri,4,8,5,183515,6052,49,30237,14072,18,JUNGLE,Trundle,10,7,7,280813,27446,46,60690,18354,18,BOTTOM,Leona,0,10,16,37596,3013,96,35076,10230,15,TOP,Ornn,5,7,10,164418,10235,19,57156,14710,18
3342238792,TOP,Poppy,2,7,6,211306,2268,29,32665,13245,18,BOTTOM,Aphelios,15,7,13,317749,7143,21,32325,19570,18,MIDDLE,Ekko,12,3,5,256855,16092,25,34313,17237,18,JUNGLE,Zac,3,4,16,245560,53236,35,66434,14191,18,BOTTOM,Brand,5,6,15,116084,6508,147,28101,14795,17
3403974159,MIDDLE,Fizz,6,9,5,124097,4474,13,36556,12105,15,JUNGLE,Warwick,12,8,6,198281,24093,27,47464,15897,16,BOTTOM,Maokai,1,9,9,44487,5386,32,31431,8557,13,BOTTOM,Ezreal,5,7,2,127333,3186,7,20751,11730,14,TOP,Shyvana,4,3,2,200225,8756,16,40582,12819,17
3389862185,TOP,Lulu,1,8,9,64573,256,18,15468,7477,14,BOTTOM,Pyke,7,10,13,45633,5922,20,25011,11707,14,JUNGLE,Hecarim,3,11,10,119606,11774,12,38879,9357,14,BOTTOM,Ashe,11,7,10,166571,3357,37,18196,15404,16,MIDDLE,Lux,7,4,11,104854,1219,14,15927,11010,15
3068013263,MIDDLE,Thresh,0,7,12,22734,6857,23,33818,7831,14,JUNGLE,Malphite,3,9,7,116547,10932,18,31341,9322,14,MIDDLE,Zoe,6,11,4,64384,4173,13,24824,8658,13,JUNGLE,Camille,3,8,4,86982,4539,14,29801,8241,14,BOTTOM,MissFortune,10,6,2,148044,4167,15,24504,12709,14
3366235385,JUNGLE,Shen,8,12,18,115897,5159,15,37217,12670,15,BOTTOM,Ashe,5,12,8,197084,4844,18,34344,13946,16,BOTTOM,Galio,7,7,17,111686,6105,52,39486,11582,16,TOP,Quinn,10,15,15,164398,4482,20,37142,15982,17,MIDDLE,Malzahar,8,8,10,157222,4940,18,32394,12866,17
3417993666,JUNGLE,Graves,1,3,10,159675,6773,14,17370,10311,14,BOTTOM,Karma,5,5,9,18619,1428,38,14468,8399,12,TOP,Maokai,4,3,9,105445,8683,12,23225,10139,15,BOTTOM,Jinx,8,5,7,137720,2137,9,15527,12070,14,TOP,Jayce,5,6,6,130293,3130,29,18989,11074,14
3400705172,BOTTOM,Blitzcrank,3,3,11,27920,3716,49,19487,8285,13,BOTTOM,Ashe,10,3,7,138811,3751,24,14768,11703,14,MIDDLE,Ekko,7,4,6,135178,5888,16,26133,11291,15,JUNGLE,MonkeyKing,2,2,7,121888,10639,26,24577,9839,14,TOP,Malphite,5,5,6,102837,3805,18,23140,9452,14
3378905872,BOTTOM,Leona,1,0,8,28195,723,78,4767,6939,12,JUNGLE,Evelynn,6,0,13,169861,14409,9,22508,11692,15,BOTTOM,Jinx,6,1,8,136926,2446,13,10791,11386,14,TOP,Teemo,4,5,7,147007,3196,12,19188,11580,16,MIDDLE,Garen,11,2,4,93246,3119,10,18967,10858,14
3385009772,MIDDLE,Morgana,1,8,10,49231,1710,50,16855,7744,12,MIDDLE,Ashe,8,8,2,117335,2171,4,18855,11773,13,JUNGLE,Teemo,2,6,4,140885,3819,11,20861,10112,13,MIDDLE,Fizz,7,2,4,65877,1723,13,17090,10203,14,TOP,Darius,2,11,5,70939,1573,3,22096,7255,13
3382264044,TOP,Garen,6,4,3,168038,1638,13,32277,12572,17,MIDDLE,Ahri,11,7,9,173369,8209,10,28941,13882,17,BOTTOM,Ashe,2,6,8,182318,2995,28,22096,12281,15,BOTTOM,Nautilus,4,4,10,42909,2002,75,18503,9401,14,JUNGLE,Nunu,6,6,12,167406,26146,41,52763,12355,15
3405795084,JUNGLE,Poppy,11,5,11,206984,8058,30,26158,15667,16,BOTTOM,Sona,8,8,19,40567,13253,43,19108,10795,14,MIDDLE,Galio,7,6,9,152783,1748,25,21162,11906,16,TOP,Gangplank,5,4,12,186898,3669,20,18573,12315,16,BOTTOM,Caitlyn,6,6,12,113754,3149,16,15549,11159,14
3405804488,MIDDLE,Yasuo,4,9,14,86324,3352,16,20798,9686,14,JUNGLE,MasterYi,10,8,4,170849,7933,12,24437,13103,15,BOTTOM,KogMaw,18,3,14,148198,4533,15,14277,17246,16,TOP,Volibear,7,5,14,101587,4247,13,36346,10629,16,BOTTOM,Nautilus,5,2,21,35564,3715,30,13588,9914,14
2996002806,BOTTOM,Zyra,0,2,7,29372,165,17,5195,6142,11,TOP,Teemo,13,3,6,103550,4384,7,11112,12410,15,MIDDLE,Malzahar,5,5,8,112327,249,9,10223,9879,14,JUNGLE,Rammus,4,3,4,97900,4439,12,16600,8465,12,BOTTOM,Xayah,7,1,4,97716,746,10,7245,9525,13
3111244358,BOTTOM,Lucian,7,5,6,202770,5848,21,25327,14105,16,JUNGLE,Warwick,10,4,6,151788,16456,26,32067,13164,16,BOTTOM,Zyra,2,5,10,61417,2334,22,13249,9285,13,MIDDLE,Malphite,4,5,2,167896,2311,28,19073,11778,16,MIDDLE,Corki,1,3,6,125651,5070,11,16340,10094,15
3399579769,TOP,Garen,14,1,10,119967,5904,20,25138,14614,15,BOTTOM,Jhin,9,7,9,107174,3668,9,15754,11282,13,MIDDLE,Diana,6,4,6,110460,4107,33,16481,10430,14,BOTTOM,Alistar,2,9,12,20884,6575,41,22625,7344,11,JUNGLE,Malphite,3,2,6,134308,7278,42,18017,9137,13
3414424640,MIDDLE,KogMaw,7,4,5,154783,1147,20,11273,11335,16,TOP,Teemo,5,2,6,113706,1585,11,10765,11078,15,BOTTOM,Blitzcrank,4,2,9,26970,1426,27,10790,8055,13,JUNGLE,MasterYi,5,5,9,155612,14476,22,28623,10193,14,BOTTOM,Draven,8,0,9,175165,1897,21,11135,14375,15
3424129101,JUNGLE,LeeSin,3,9,5,111988,6218,18,22909,8023,12,TOP,Ryze,1,6,1,73590,272,13,15597,7536,12,BOTTOM,Senna,3,5,1,12884,3419,23,14289,6324,10,BOTTOM,Draven,1,8,5,92518,862,8,16940,7642,12,TOP,Aatrox,1,6,5,35286,4467,22,18837,6122,11
3403185440,BOTTOM,Ezreal,8,2,7,131727,4210,17,16317,13301,15,JUNGLE,Rammus,5,3,9,162871,12986,19,28133,11665,15,TOP,Tryndamere,10,8,10,214793,12390,24,38891,16164,17,MIDDLE,Orianna,9,3,13,137321,4961,26,16994,12922,16,BOTTOM,Brand,7,5,13,60293,2326,68,17328,10278,15
3413674619,JUNGLE,Nocturne,21,8,5,315133,18584,17,60058,22913,18,TOP,TahmKench,5,6,8,139553,18388,32,55805,12722,17,BOTTOM,Nami,3,8,25,29874,21233,71,25205,10615,16,MIDDLE,Malzahar,7,16,12,175624,961,27,30199,13159,17,BOTTOM,Ashe,6,14,7,146062,2488,27,31079,13269,16
3398622897,TOP,Garen,2,6,5,73156,1257,16,22272,7994,13,BOTTOM,MissFortune,6,8,9,83159,1348,21,16119,10396,13,BOTTOM,Leona,3,10,10,17338,891,22,20629,7170,12,MIDDLE,Katarina,8,10,7,83320,5508,16,25736,10394,13,JUNGLE,Zac,8,6,16,142241,36857,11,44015,10846,15
3405935274,MIDDLE,Katarina,8,10,4,131741,5069,20,28389,12077,15,JUNGLE,Khazix,10,13,8,139281,9621,37,32798,11874,15,BOTTOM,MissFortune,6,6,7,116727,2765,27,20742,12104,13,BOTTOM,Nautilus,1,9,12,26781,3691,68,27138,8331,13,TOP,Tryndamere,9,8,4,268676,6670,14,37574,16449,18
3421286916,BOTTOM,Taric,1,3,8,41534,9128,47,14756,7757,13,TOP,Olaf,10,3,6,167538,6934,24,23878,14416,16,MIDDLE,Velkoz,7,3,8,123204,558,26,10335,11560,15,JUNGLE,LeeSin,8,4,9,158083,7561,33,24003,12292,15,BOTTOM,MissFortune,4,2,4,132594,1086,26,11945,11219,14
3417216248,BOTTOM,Caitlyn,10,2,8,174229,2472,25,12878,14448,16,BOTTOM,Thresh,1,1,14,33900,3079,67,13401,8958,14,JUNGLE,Warwick,16,4,4,253570,28484,13,44567,16790,18,TOP,Nasus,1,4,4,141010,3306,19,32353,11424,17,MIDDLE,Veigar,6,2,7,139146,2314,30,12042,12252,16
3409361621,MIDDLE,Zed,7,6,7,86232,3329,15,20303,10787,15,BOTTOM,Morgana,3,6,11,46236,3607,46,21002,9466,13,TOP,Maokai,3,6,15,92532,7040,11,21976,10264,14,JUNGLE,DrMundo,17,3,11,199674,21556,27,54835,17012,17,BOTTOM,Varus,7,5,5,188341,2198,26,14617,14399,15
3402711349,JUNGLE,Khazix,4,11,4,92441,11115,12,30164,8496,12,BOTTOM,Yuumi,1,4,10,12473,11519,24,6193,5897,11,BOTTOM,Tristana,5,7,6,95545,1598,26,18490,9916,12,TOP,Garen,1,8,4,86020,1723,10,28564,6625,13,MIDDLE,MonkeyKing,9,6,2,86985,3614,12,28697,10862,15
3421052413,TOP,Aatrox,8,3,7,115945,13913,20,30731,12329,17,BOTTOM,Alistar,4,5,21,31952,15707,47,25644,10418,15,BOTTOM,MissFortune,19,3,5,211940,3024,28,16894,18460,18,MIDDLE,Ryze,8,6,10,169346,2994,25,22553,13053,16,JUNGLE,Zac,1,3,25,115470,38552,26,44144,10936,16
3397441476,JUNGLE,Mordekaiser,3,10,2,113808,3860,22,26039,8977,14,BOTTOM,Kaisa,2,7,3,149178,3498,13,20767,9961,14,JUNGLE,Alistar,2,11,9,54624,6352,21,28970,8186,12,MIDDLE,Zed,14,4,4,140556,982,17,18508,14670,15,BOTTOM,Thresh,1,9,8,24628,564,31,17682,7482,12
3406304408,JUNGLE,MonkeyKing,4,6,1,138044,7943,18,25951,9208,13,BOTTOM,Jinx,5,11,3,66734,1862,10,23621,7571,10,BOTTOM,Yuumi,1,5,7,9013,10874,12,9602,5738,11,TOP,Kled,0,6,2,70785,380,10,27443,5624,12,MIDDLE,Nidalee,3,7,1,34558,3760,19,14302,5892,11
3418968020,BOTTOM,Lux,1,3,8,17892,228,29,6493,5359,11,MIDDLE,Galio,2,4,5,77808,3282,18,17908,7111,12,TOP,Olaf,4,5,4,131955,5960,13,20638,10376,15,BOTTOM,Vayne,3,5,3,75812,1937,15,13435,8455,12,JUNGLE,JarvanIV,2,8,8,104526,6226,21,26813,7815,12
3421938992,MIDDLE,Katarina,6,4,7,145822,6572,15,23787,12380,17,TOP,Tryndamere,10,6,10,251643,16081,24,37732,16029,18,JUNGLE,Hecarim,7,6,11,175233,18184,25,40105,12576,16,BOTTOM,Caitlyn,9,3,13,210625,4724,15,20610,15863,17,BOTTOM,Brand,6,3,16,82529,4941,58,19096,10962,15
3240291345,BOTTOM,Ashe,9,7,13,244724,2757,40,28595,16127,18,JUNGLE,Olaf,3,11,7,158072,12128,21,45856,11061,16,TOP,Akali,8,12,7,127528,9874,29,38580,14585,17,MIDDLE,Chogath,11,6,6,209321,14719,25,50788,15805,18,BOTTOM,Janna,2,5,12,31293,9710,86,21876,9023,15
3345380273,TOP,Nasus,9,4,16,157377,2038,8,39609,13767,17,MIDDLE,Kassadin,8,7,11,167228,16144,12,36806,13520,16,BOTTOM,Thresh,0,8,20,17471,2279,59,20649,7712,14,JUNGLE,Ekko,9,7,10,146955,14022,22,33146,12066,15,BOTTOM,Xayah,7,6,14,167378,2896,21,20173,13278,16
3424185357,TOP,Malphite,4,7,2,134725,770,9,21808,9820,15,MIDDLE,Lucian,2,7,6,110304,1417,6,22456,9479,14,BOTTOM,Jhin,2,4,6,114636,3497,17,15965,9472,13,JUNGLE,Kayn,6,8,2,93442,9753,10,30287,8878,13,BOTTOM,Lux,3,6,6,46969,543,27,12330,7441,13
3309297362,TOP,Garen,13,3,7,149004,6761,14,38168,14824,16,JUNGLE,Katarina,10,9,8,113647,8150,12,27264,11279,15,BOTTOM,Lux,2,9,15,36925,671,56,16904,8352,13,BOTTOM,Kaisa,10,6,6,126098,2247,10,19701,13073,14,JUNGLE,MasterYi,0,12,6,121878,8540,17,31574,7815,13
3352109358,MIDDLE,Yasuo,8,4,5,114161,3033,32,16458,11222,14,BOTTOM,Malphite,3,5,6,26813,55,39,11235,6765,11,BOTTOM,Varus,1,5,5,78667,498,18,8873,8643,12,MIDDLE,Irelia,6,6,2,120795,6377,25,23677,10848,15,JUNGLE,Olaf,5,9,6,132201,7129,20,28387,10015,13
3417091314,BOTTOM,Ezreal,12,7,17,210013,4620,9,28455,16763,18,TOP,Nasus,9,12,10,249330,2449,16,54143,17550,18,BOTTOM,Zed,19,15,9,111479,6587,71,41693,16100,18,MIDDLE,AurelionSol,11,9,18,252379,13621,20,41066,16866,18,JUNGLE,Nunu,5,13,22,217260,24331,14,63369,14980,18
3415859942,BOTTOM,Caitlyn,2,10,4,146561,3113,9,22743,11318,15,BOTTOM,Nami,2,11,8,22076,12938,40,20074,8041,14,JUNGLE,Shyvana,5,5,3,234589,13245,25,38206,13025,17,MIDDLE,TwistedFate,2,6,7,166711,2733,11,24042,12581,17,TOP,Fiora,5,6,4,124864,9570,21,33543,11876,17
3412495284,JUNGLE,Evelynn,9,2,10,94346,7679,21,17627,8864,12,MIDDLE,Sion,9,1,4,109509,390,8,14513,10507,13,BOTTOM,Lulu,2,2,15,22447,2506,33,7983,7689,11,TOP,Fiora,7,2,2,78039,3133,7,18167,8357,12,BOTTOM,Vayne,4,3,6,62404,2921,4,12834,8318,11
3409975545,JUNGLE,LeeSin,6,4,8,127537,9597,25,28589,10545,14,BOTTOM,Lucian,3,7,4,154261,6398,21,27397,10553,14,BOTTOM,Rakan,1,9,8,10368,2242,56,19113,6239,11,JUNGLE,Aatrox,1,5,2,105498,6371,16,20011,8288,14,MIDDLE,Sylas,5,4,3,91742,2995,28,18720,10471,14
3416885475,BOTTOM,Varus,15,4,9,173896,2723,30,13730,15622,15,BOTTOM,Leona,2,6,15,36458,4453,42,24388,9404,13,JUNGLE,Vi,7,5,10,259392,10406,31,24517,13941,17,TOP,TahmKench,3,7,11,97389,9576,20,37080,11625,15,MIDDLE,Ekko,15,4,9,232808,17441,34,35229,17315,17
3352677478,JUNGLE,RekSai,7,2,8,115809,13490,29,24608,10062,14,BOTTOM,Lucian,5,2,9,106005,2004,17,14047,10435,13,BOTTOM,Swain,6,2,13,39488,7963,41,19716,8680,12,MIDDLE,Ekko,13,3,8,105624,7412,22,21851,11089,14,TOP,Rengar,6,2,4,146938,7134,9,20454,11519,15
3424596560,BOTTOM,MissFortune,17,6,11,200847,4720,23,22804,16585,16,MIDDLE,Vladimir,5,2,16,160271,32447,34,35756,12695,16,BOTTOM,Zyra,3,5,15,40286,3353,56,15036,8067,13,TOP,Shen,9,2,16,106286,7342,14,23901,12418,16,JUNGLE,JarvanIV,3,3,29,150819,16121,17,39302,11744,15
3422516267,JUNGLE,Vi,5,3,8,115135,5508,13,13308,8431,12,BOTTOM,Vayne,8,0,4,95699,2125,7,8175,9108,13,BOTTOM,Janna,1,2,18,14768,3657,27,10235,6451,10,JUNGLE,Jax,7,2,0,101441,3989,11,16182,9730,14,MIDDLE,Graves,10,4,5,134907,2435,15,11622,10967,13
3422707967,BOTTOM,Thresh,4,3,18,19767,1041,35,9923,7392,12,MIDDLE,Evelynn,8,1,6,54305,5479,8,13125,9066,13,JUNGLE,Vi,7,2,6,143120,6942,14,15978,9943,13,TOP,MonkeyKing,10,1,11,138235,4550,15,14115,13538,15,BOTTOM,Aphelios,6,4,6,90237,1848,10,10131,9890,12
3163074358,JUNGLE,Kindred,13,6,3,191191,16925,27,33509,15400,16,TOP,Mordekaiser,5,9,4,94054,5115,13,30774,9698,14,BOTTOM,Caitlyn,4,7,10,152373,2643,8,16952,11428,14,MIDDLE,Nocturne,5,13,3,97800,2177,16,23498,8927,13,BOTTOM,Lux,2,3,12,40736,3656,40,11731,8044,13
3184965693,BOTTOM,Nautilus,3,3,15,44011,1199,59,16755,8990,13,MIDDLE,Jayce,3,3,10,111657,2211,31,15928,10550,15,MIDDLE,Kassadin,11,4,5,164583,8032,20,22110,13677,16,JUNGLE,Kindred,5,11,10,142491,13029,42,30377,11414,15,BOTTOM,Kaisa,10,4,8,146049,2234,39,13089,14125,15
3394696328,JUNGLE,Warwick,8,2,7,143790,19899,17,26370,10806,14,BOTTOM,Caitlyn,5,4,5,95737,2348,11,10711,9799,13,BOTTOM,Thresh,3,4,12,19158,2916,46,14034,7758,12,MIDDLE,Orianna,9,5,12,105929,1289,16,15947,11112,14,MIDDLE,Garen,9,1,11,141253,7998,12,24209,13014,16
3406325062,BOTTOM,Kaisa,6,8,8,174932,5453,36,27726,13934,17,MIDDLE,Orianna,19,6,14,259895,6505,34,29504,20394,18,BOTTOM,JarvanIV,5,10,18,97967,4008,79,35730,12886,17,JUNGLE,Warwick,3,4,7,133094,20300,22,42195,10976,16,TOP,Renekton,8,5,4,190732,13222,48,52520,15569,18
3312535899,BOTTOM,Lucian,4,4,3,81859,929,16,9994,8666,12,TOP,Vladimir,2,7,3,77451,9757,10,20782,7781,13,JUNGLE,Teemo,6,6,2,103556,6143,6,18694,8850,12,MIDDLE,Malzahar,1,6,5,83843,145,11,14992,7547,13,BOTTOM,Senna,1,5,8,34927,7500,35,11176,6635,11
3307536807,BOTTOM,Jinx,0,8,5,54778,1465,12,12342,6138,11,MIDDLE,Vladimir,7,5,1,82526,11437,7,17134,9149,13,JUNGLE,Graves,4,9,2,104137,3885,12,18518,7582,11,MIDDLE,Pyke,6,7,3,20155,2125,27,14274,8149,10,MIDDLE,Aatrox,1,7,1,54918,4331,18,17238,5837,11
3420618377,TOP,Urgot,7,6,7,130068,5011,21,22578,11544,16,BOTTOM,Nautilus,2,3,9,24233,2690,46,14160,7876,14,BOTTOM,Ezreal,4,4,8,131244,3843,19,11674,11591,15,JUNGLE,Warwick,7,4,12,167096,15707,36,27390,13423,16,MIDDLE,Ekko,16,3,10,161725,8336,14,27994,15824,17
3420387960,BOTTOM,Caitlyn,1,5,2,64135,1083,14,9258,6471,11,MIDDLE,Akali,5,4,1,71626,3634,11,14696,8637,13,BOTTOM,Ashe,2,5,3,29723,0,15,8468,5238,10,TOP,Maokai,0,4,3,70624,4139,7,14404,5489,11,JUNGLE,Volibear,1,12,2,55310,2066,18,21368,5916,9
3408543747,MIDDLE,Zed,3,6,4,80826,976,14,15211,7703,13,BOTTOM,Nautilus,2,4,9,28748,423,32,12123,7188,12,BOTTOM,Caitlyn,7,3,5,111287,1982,11,8332,10549,13,JUNGLE,Hecarim,2,7,10,119511,10821,7,31780,8268,13,TOP,Mordekaiser,6,4,5,74082,6805,11,19730,8688,14
3407576477,JUNGLE,XinZhao,7,2,9,84560,7786,15,17546,8768,12,BOTTOM,Jinx,15,4,12,156925,1033,28,14925,14034,14,JUNGLE,Sion,3,2,6,99531,1131,15,19510,8523,14,MIDDLE,Vladimir,7,2,9,81613,11785,25,15581,9716,14,BOTTOM,Karma,6,4,18,36038,2332,26,10827,9888,12
3418708301,TOP,Nasus,2,2,8,95042,469,11,15442,8566,14,BOTTOM,Jhin,5,3,7,101800,2350,10,9032,9805,12,JUNGLE,Udyr,3,2,3,113001,7754,13,17343,8233,11,BOTTOM,Syndra,5,4,3,53109,2245,20,10467,8109,12,MIDDLE,Talon,8,2,2,88067,2780,20,12845,9552,13
3405139926,BOTTOM,Lux,1,9,8,80618,188,45,13279,8348,13,TOP,Rengar,15,5,2,229761,7102,19,24217,16187,17,MIDDLE,Fizz,3,4,5,64194,2238,23,15327,9099,15,BOTTOM,Lucian,2,4,4,97247,1384,14,13709,8724,12,JUNGLE,Vi,6,7,1,151390,7475,15,24898,10484,13
3402006687,MIDDLE,Lux,4,4,3,81829,1674,10,10582,8331,13,TOP,JarvanIV,2,7,2,121280,1732,10,22971,9148,13,BOTTOM,Caitlyn,3,6,5,87641,2119,6,16102,7800,12,JUNGLE,Pantheon,4,10,2,71341,4763,20,23125,7859,11,BOTTOM,Lulu,0,7,10,13114,606,37,13755,5738,11
3417010219,BOTTOM,Galio,5,13,12,57433,2094,55,25820,10139,14,BOTTOM,Malphite,11,13,5,128129,1594,37,23762,12742,15,JUNGLE,Fiddlesticks,6,9,6,162408,16187,36,34876,12808,15,TOP,Riven,7,6,10,146941,6096,35,21671,13952,17,MIDDLE,Katarina,4,8,3,134625,6132,17,23777,11002,16
3372129401,JUNGLE,LeeSin,3,10,9,111998,7871,22,35456,10240,14,BOTTOM,Caitlyn,8,7,6,154942,5201,24,22561,13616,14,MIDDLE,Katarina,8,7,5,112377,5944,14,25730,12543,15,BOTTOM,Lux,2,6,11,86673,1314,82,17663,10148,14,TOP,Garen,3,5,6,156319,2771,24,31089,13656,17
3346502685,TOP,Garen,3,3,3,85986,1125,14,19702,8790,13,JUNGLE,Udyr,6,4,1,132553,4284,11,17779,9765,13,MIDDLE,MonkeyKing,0,2,1,10937,73,6,3334,4315,6,BOTTOM,Brand,4,5,3,45765,0,38,10377,8038,11,BOTTOM,Ezreal,1,7,4,90784,1041,5,14793,7977,12
3396955833,BOTTOM,MissFortune,1,7,5,134373,180,14,18482,9163,14,JUNGLE,Kayn,7,9,7,134215,11276,18,32634,10607,14,TOP,Nasus,5,4,7,132083,956,14,29251,10136,15,MIDDLE,Leblanc,10,9,6,69774,3802,16,26373,10922,14,BOTTOM,Yuumi,3,4,16,14375,6401,10,7312,8507,14
3361707932,BOTTOM,MissFortune,3,7,1,92473,1292,17,16638,8672,12,JUNGLE,Chogath,7,8,3,116816,3445,18,27923,10297,13,BOTTOM,Senna,1,7,5,26990,4836,30,13448,6334,11,JUNGLE,Warwick,1,7,4,89460,7897,14,20750,7641,11,MIDDLE,Yasuo,2,9,1,101991,1363,11,17557,7528,13
3384447314,MIDDLE,Nami,1,5,10,10647,7730,37,9845,6982,12,JUNGLE,LeeSin,13,5,8,136771,6707,25,26183,13189,15,TOP,Renekton,5,1,9,115429,6339,12,25043,11795,16,BOTTOM,Jhin,2,2,6,142477,2301,10,9646,10422,14,MIDDLE,Katarina,6,6,9,100279,7470,19,22609,10585,15
3331915588,TOP,Maokai,5,7,7,130483,16241,12,42434,11334,16,BOTTOM,Caitlyn,4,7,3,134814,871,16,14117,11114,13,JUNGLE,LeeSin,8,12,5,125515,6700,26,35322,10837,13,MIDDLE,Zoe,2,5,1,91346,1598,14,14014,8070,13,BOTTOM,Zyra,2,7,5,68347,270,56,15824,8246,13
3398920282,MIDDLE,Ekko,2,5,3,73949,4808,19,21436,7109,12,BOTTOM,Lux,1,3,3,37860,89,25,8348,6197,12,JUNGLE,Karthus,1,6,4,131096,7847,4,25408,7675,12,BOTTOM,Lucian,2,4,4,110108,1368,18,12251,9389,14,TOP,Renekton,4,7,1,116800,4238,17,28283,9755,15
3396742716,JUNGLE,Nocturne,11,1,7,155328,14688,15,24251,10527,13,MIDDLE,Syndra,2,3,4,72558,307,14,6910,7197,13,BOTTOM,Soraka,2,0,13,12841,10539,28,5334,5812,11,BOTTOM,Ashe,2,1,11,77691,1854,18,8617,7570,11,TOP,Poppy,9,2,4,79206,3400,6,20877,9197,14
3415869132,MIDDLE,Viktor,8,3,6,131893,3369,19,15516,11457,16,JUNGLE,Kayn,2,3,4,234873,15259,31,30129,12713,17,TOP,Mordekaiser,5,6,3,134351,7124,23,24629,11796,16,BOTTOM,Caitlyn,3,7,8,111353,4749,14,25116,10635,14,MIDDLE,Zilean,3,6,8,54835,7398,46,19943,8503,14
3406070778,BOTTOM,Leona,2,7,18,45412,2243,67,28963,10048,16,TOP,Aatrox,10,7,9,173140,21483,8,40702,15125,18,MIDDLE,Viktor,14,3,7,175620,6968,24,22855,16522,18,JUNGLE,Evelynn,7,9,9,144316,11361,36,34951,11940,16,BOTTOM,Vayne,3,8,8,133232,3325,30,23430,12408,16
3417214125,BOTTOM,Leona,7,8,22,46813,3027,60,27280,12316,17,BOTTOM,Vayne,16,11,17,227867,11481,33,36642,20272,17,JUNGLE,Olaf,24,11,15,230730,23516,17,62682,20851,18,JUNGLE,Renekton,4,10,8,109775,5784,10,34676,11749,17,MIDDLE,AurelionSol,4,5,17,91993,2835,18,23295,11452,16
